,,,,,,,,,,,,,,,,,,,,
,登録番号,氏名,コース,進入率(%),3連対率(%),1着率(%),2着率(%),3着率(%),平均ST,平均スタート順,,,,,,,,,,
,3539,金子順一,5,9.7%,18.2%,9.1%,0.0%,9.1%,0.19,4.50,,,,,,,,,,
,3539,金子順一,6,9.7%,9.1%,0.0%,9.1%,0.0%,0.14,4.20,,,,,,,,,,
,5140,吉田彩乃,1,11.9%,75.0%,33.3%,25.0%,16.7%,0.15,3.00,,,,,,,,,,
,5140,吉田彩乃,2,18.8%,47.4%,0.0%,31.6%,15.8%,0.22,4.70,,,,,,,,,,
,5140,吉田彩乃,3,20.8%,42.9%,9.5%,9.5%,23.8%,0.19,3.20,,,,,,,,,,
,5140,吉田彩乃,4,16.8%,17.6%,0.0%,5.9%,11.8%,0.18,3.60,,,,,,,,,,
,5140,吉田彩乃,5,19.8%,15.0%,5.0%,0.0%,10.0%,0.20,4.40,,,,,,,,,,
,5140,吉田彩乃,6,11.9%,8.3%,0.0%,0.0%,8.3%,0.18,4.20,,,,,,,,,,
,3775,泉啓文,1,13.4%,83.3%,16.7%,44.4%,22.2%,0.16,3.20,,,,,,,,,,
,3775,泉啓文,2,17.2%,34.8%,8.7%,8.7%,17.4%,0.16,3.20,,,,,,,,,,
,3775,泉啓文,3,18.7%,44.0%,12.0%,20.0%,12.0%,0.16,3.60,,,,,,,,,,
,3775,泉啓文,4,17.9%,16.7%,0.0%,8.3%,8.3%,0.18,3.50,,,,,,,,,,
,3775,泉啓文,5,14.9%,15.0%,0.0%,5.0%,10.0%,0.16,3.60,,,,,,,,,,
,3775,泉啓文,6,17.9%,12.5%,0.0%,4.2%,8.3%,0.17,3.90,,,,,,,,,,
,4339,平瀬城啓,1,14.3%,50.0%,31.2%,18.8%,0.0%,0.15,3.30,,,,,,,,,,
,4339,平瀬城啓,2,18.8%,33.3%,9.5%,9.5%,14.3%,0.18,3.70,,,,,,,,,,
,4339,平瀬城啓,3,15.2%,29.4%,5.9%,11.8%,11.8%,0.18,3.80,,,,,,,,,,
,4339,平瀬城啓,4,20.5%,43.5%,0.0%,21.7%,21.7%,0.15,2.90,,,,,,,,,,
,4339,平瀬城啓,5,17.9%,20.0%,5.0%,5.0%,10.0%,0.18,4.40,,,,,,,,,,
,4339,平瀬城啓,6,13.4%,26.7%,0.0%,0.0%,26.7%,0.20,4.80,,,,,,,,,,
,4863,三浦裕貴,1,7.5%,60.0%,20.0%,40.0%,0.0%,0.15,3.00,,,,,,,,,,
,4863,三浦裕貴,2,14.9%,40.0%,10.0%,10.0%,20.0%,0.16,3.90,,,,,,,,,,
,4863,三浦裕貴,3,16.4%,45.5%,18.2%,27.3%,0.0%,0.15,3.10,,,,,,,,,,
,4863,三浦裕貴,4,11.9%,25.0%,12.5%,0.0%,12.5%,0.18,4.00,,,,,,,,,,
,4863,三浦裕貴,5,25.4%,35.3%,5.9%,17.6%,11.8%,0.15,3.40,,,,,,,,,,
,4863,三浦裕貴,6,23.9%,18.8%,6.2%,6.2%,6.2%,0.13,2.80,,,,,,,,,,
,4054,福嶋智之,1,13.7%,76.9%,46.2%,23.1%,7.7%,0.19,3.80,,,,,,,,,,
,4054,福嶋智之,2,13.7%,23.1%,0.0%,7.7%,15.4%,0.17,3.90,,,,,,,,,,
,4054,福嶋智之,3,16.8%,43.8%,6.2%,6.2%,31.2%,0.15,3.20,,,,,,,,,,
,4054,福嶋智之,4,18.9%,22.2%,0.0%,16.7%,5.6%,0.17,3.50,,,,,,,,,,
,4054,福嶋智之,5,17.9%,17.6%,17.6%,0.0%,0.0%,0.17,2.90,,,,,,,,,,
,4054,福嶋智之,6,18.9%,22.2%,11.1%,5.6%,5.6%,0.11,2.60,,,,,,,,,,
,4093,吉田宗弘,1,16.7%,70.6%,23.5%,23.5%,23.5%,0.18,4.20,,,,,,,,,,
,4093,吉田宗弘,2,17.6%,33.3%,5.6%,11.1%,16.7%,0.20,4.40,,,,,,,,,,
,4093,吉田宗弘,3,14.7%,53.3%,13.3%,26.7%,13.3%,0.18,3.60,,,,,,,,,,
,4093,吉田宗弘,4,19.6%,15.0%,0.0%,10.0%,5.0%,0.19,3.70,,,,,,,,,,
,4093,吉田宗弘,5,19.6%,5.0%,5.0%,0.0%,0.0%,0.21,4.30,,,,,,,,,,
,4093,吉田宗弘,6,11.8%,16.7%,0.0%,0.0%,16.7%,0.22,4.80,,,,,,,,,,
,5264,登みひ果,1,12.6%,46.2%,15.4%,30.8%,0.0%,0.17,3.50,,,,,,,,,,
,5264,登みひ果,2,18.4%,42.1%,10.5%,10.5%,21.1%,0.19,3.60,,,,,,,,,,
,5264,登みひ果,3,14.6%,20.0%,0.0%,6.7%,13.3%,0.16,3.10,,,,,,,,,,
,5264,登みひ果,4,16.5%,35.3%,11.8%,17.6%,5.9%,0.14,2.50,,,,,,,,,,
,5264,登みひ果,5,16.5%,17.6%,0.0%,5.9%,11.8%,0.14,2.60,,,,,,,,,,
,5264,登みひ果,6,21.4%,31.8%,4.5%,22.7%,4.5%,0.18,3.30,,,,,,,,,,
,3107,平岡重典,1,14.7%,64.3%,42.9%,7.1%,14.3%,0.16,3.40,,,,,,,,,,
,3107,平岡重典,2,13.7%,46.2%,0.0%,15.4%,30.8%,0.17,4.50,,,,,,,,,,
,3107,平岡重典,3,22.1%,14.3%,0.0%,9.5%,4.8%,0.17,3.60,,,,,,,,,,
,3107,平岡重典,4,17.9%,35.3%,0.0%,0.0%,35.3%,0.17,4.00,,,,,,,,,,
,3107,平岡重典,5,17.9%,29.4%,5.9%,5.9%,17.6%,0.16,3.40,,,,,,,,,,
,3107,平岡重典,6,13.7%,23.1%,0.0%,7.7%,15.4%,0.14,3.20,,,,,,,,,,
,4965,福岡泉水,1,15.1%,63.6%,45.5%,9.1%,9.1%,0.23,4.10,,,,,,,,,,
,4965,福岡泉水,2,20.5%,46.7%,6.7%,26.7%,13.3%,0.22,4.10,,,,,,,,,,
,4965,福岡泉水,3,15.1%,36.4%,9.1%,9.1%,18.2%,0.17,3.40,,,,,,,,,,
,4965,福岡泉水,4,11.0%,25.0%,0.0%,0.0%,25.0%,0.19,3.90,,,,,,,,,,
,4965,福岡泉水,5,19.2%,35.7%,14.3%,7.1%,14.3%,0.19,2.90,,,,,,,,,,
,4965,福岡泉水,6,19.2%,7.1%,0.0%,0.0%,7.1%,0.17,2.10,,,,,,,,,,
,5130,上野拓馬,1,15.5%,61.1%,44.4%,5.6%,11.1%,0.15,3.30,,,,,,,,,,
,5130,上野拓馬,2,17.2%,50.0%,0.0%,15.0%,35.0%,0.17,3.40,,,,,,,,,,
,5130,上野拓馬,3,19.8%,34.8%,0.0%,13.0%,21.7%,0.16,3.50,,,,,,,,,,
,5130,上野拓馬,4,18.1%,33.3%,4.8%,14.3%,14.3%,0.16,3.10,,,,,,,,,,
,5130,上野拓馬,5,15.5%,11.1%,0.0%,5.6%,5.6%,0.16,3.80,,,,,,,,,,
,5130,上野拓馬,6,13.8%,6.2%,0.0%,6.2%,0.0%,0.18,4.40,,,,,,,,,,
,4253,西川真人,1,14.5%,58.8%,41.2%,11.8%,5.9%,0.18,3.90,,,,,,,,,,
,4253,西川真人,2,19.7%,47.8%,4.3%,13.0%,30.4%,0.17,4.20,,,,,,,,,,
,4253,西川真人,3,15.4%,22.2%,0.0%,11.1%,11.1%,0.18,4.10,,,,,,,,,,
,4253,西川真人,4,20.5%,41.7%,8.3%,12.5%,20.8%,0.16,3.50,,,,,,,,,,
,4253,西川真人,5,18.8%,22.7%,0.0%,0.0%,22.7%,0.18,3.80,,,,,,,,,,
,4253,西川真人,6,11.1%,0.0%,0.0%,0.0%,0.0%,0.21,4.50,,,,,,,,,,
,5301,岩下巧斗,1,15.3%,66.7%,44.4%,22.2%,0.0%,0.15,3.00,,,,,,,,,,
,5301,岩下巧斗,2,16.9%,35.0%,15.0%,10.0%,10.0%,0.17,4.00,,,,,,,,,,
,5301,岩下巧斗,3,21.2%,32.0%,4.0%,8.0%,20.0%,0.17,3.50,,,,,,,,,,
,5301,岩下巧斗,4,16.9%,10.0%,0.0%,5.0%,5.0%,0.16,3.50,,,,,,,,,,
,5301,岩下巧斗,5,17.8%,28.6%,0.0%,9.5%,19.0%,0.15,3.10,,,,,,,,,,
,5301,岩下巧斗,6,11.9%,35.7%,0.0%,7.1%,28.6%,0.17,3.70,,,,,,,,,,
,5323,香川陽太,1,11.4%,66.7%,44.4%,0.0%,22.2%,0.19,4.00,,,,,,,,,,
,5323,香川陽太,2,13.9%,45.5%,9.1%,27.3%,9.1%,0.18,4.10,,,,,,,,,,
,5323,香川陽太,3,11.4%,22.2%,0.0%,11.1%,11.1%,0.14,3.10,,,,,,,,,,
,5323,香川陽太,4,13.9%,36.4%,9.1%,0.0%,27.3%,0.19,3.50,,,,,,,,,,
,5323,香川陽太,5,13.9%,63.6%,18.2%,36.4%,9.1%,0.13,2.50,,,,,,,,,,
,5323,香川陽太,6,35.4%,21.4%,3.6%,3.6%,14.3%,0.16,3.20,,,,,,,,,,
,3647,伊藤雄二,1,15.8%,53.3%,6.7%,26.7%,20.0%,0.19,3.40,,,,,,,,,,
,3647,伊藤雄二,2,17.9%,35.3%,0.0%,5.9%,29.4%,0.17,3.60,,,,,,,,,,
,3647,伊藤雄二,3,16.8%,37.5%,6.2%,25.0%,6.2%,0.17,3.10,,,,,,,,,,
,3647,伊藤雄二,4,15.8%,20.0%,13.3%,6.7%,0.0%,0.16,3.90,,,,,,,,,,
,3647,伊藤雄二,5,18.9%,38.9%,11.1%,5.6%,22.2%,0.20,4.30,,,,,,,,,,
,3647,伊藤雄二,6,14.7%,14.3%,0.0%,7.1%,7.1%,0.24,4.80,,,,,,,,,,
,4562,阪本勇介,1,13.7%,70.6%,29.4%,35.3%,5.9%,0.14,3.20,,,,,,,,,,
,4562,阪本勇介,2,17.7%,36.4%,4.5%,9.1%,22.7%,0.19,4.70,,,,,,,,,,
,4562,阪本勇介,3,19.4%,33.3%,0.0%,16.7%,16.7%,0.18,3.90,,,,,,,,,,
,4562,阪本勇介,4,14.5%,33.3%,5.6%,0.0%,27.8%,0.18,3.40,,,,,,,,,,
,4562,阪本勇介,5,17.7%,18.2%,0.0%,4.5%,13.6%,0.19,3.60,,,,,,,,,,
,4562,阪本勇介,6,16.9%,23.8%,0.0%,4.8%,19.0%,0.20,4.60,,,,,,,,,,
,3458,東健介,1,12.3%,53.8%,23.1%,23.1%,7.7%,0.14,3.10,,,,,,,,,,
,3458,東健介,2,18.9%,25.0%,5.0%,10.0%,10.0%,0.15,3.00,,,,,,,,,,
,3458,東健介,3,18.9%,35.0%,5.0%,20.0%,10.0%,0.15,3.00,,,,,,,,,,
,3458,東健介,4,17.9%,26.3%,5.3%,10.5%,10.5%,0.17,3.10,,,,,,,,,,
,3458,東健介,5,17.9%,36.8%,0.0%,15.8%,21.1%,0.16,3.60,,,,,,,,,,
,3458,東健介,6,14.2%,0.0%,0.0%,0.0%,0.0%,0.18,3.90,,,,,,,,,,
,3827,今泉徹,1,12.5%,53.8%,7.7%,30.8%,15.4%,0.19,3.80,,,,,,,,,,
,3827,今泉徹,2,24.0%,44.0%,4.0%,20.0%,20.0%,0.14,3.20,,,,,,,,,,
,3827,今泉徹,3,16.3%,41.2%,0.0%,5.9%,35.3%,0.18,3.80,,,,,,,,,,
,3827,今泉徹,4,18.3%,21.1%,0.0%,5.3%,15.8%,0.18,3.20,,,,,,,,,,
,3827,今泉徹,5,19.2%,40.0%,5.0%,10.0%,25.0%,0.17,3.10,,,,,,,,,,
,3827,今泉徹,6,9.6%,10.0%,0.0%,0.0%,10.0%,0.18,4.80,,,,,,,,,,
,3604,武藤綾子,1,14.3%,69.2%,23.1%,46.2%,0.0%,0.17,3.50,,,,,,,,,,
,3604,武藤綾子,2,20.9%,15.8%,5.3%,0.0%,10.5%,0.23,5.10,,,,,,,,,,
,3604,武藤綾子,3,17.6%,37.5%,12.5%,18.8%,6.2%,0.19,4.20,,,,,,,,,,
,3604,武藤綾子,4,12.1%,27.3%,9.1%,9.1%,9.1%,0.15,2.80,,,,,,,,,,
,3604,武藤綾子,5,19.8%,16.7%,0.0%,16.7%,0.0%,0.19,4.40,,,,,,,,,,
,3604,武藤綾子,6,15.4%,0.0%,0.0%,0.0%,0.0%,0.22,5.10,,,,,,,,,,
,4234,野相弘司,1,16.9%,86.7%,40.0%,26.7%,20.0%,0.15,2.80,,,,,,,,,,
,4234,野相弘司,2,18.0%,43.8%,6.2%,18.8%,18.8%,0.18,3.40,,,,,,,,,,
,4234,野相弘司,3,12.4%,54.5%,9.1%,18.2%,27.3%,0.15,2.80,,,,,,,,,,
,4234,野相弘司,4,15.7%,7.1%,0.0%,0.0%,7.1%,0.18,3.40,,,,,,,,,,
,4234,野相弘司,5,18.0%,18.8%,0.0%,6.2%,12.5%,0.15,3.20,,,,,,,,,,
,4234,野相弘司,6,19.1%,5.9%,0.0%,5.9%,0.0%,0.21,4.90,,,,,,,,,,
,5241,門田栞,1,12.2%,44.4%,22.2%,0.0%,22.2%,0.18,3.60,,,,,,,,,,
,5241,門田栞,2,17.6%,38.5%,7.7%,30.8%,0.0%,0.17,3.20,,,,,,,,,,
,5241,門田栞,3,16.2%,58.3%,0.0%,41.7%,16.7%,0.16,3.40,,,,,,,,,,
,5241,門田栞,4,16.2%,33.3%,0.0%,16.7%,16.7%,0.13,2.80,,,,,,,,,,
,5241,門田栞,5,16.2%,33.3%,8.3%,16.7%,8.3%,0.16,2.30,,,,,,,,,,
,5241,門田栞,6,21.6%,12.5%,0.0%,6.2%,6.2%,0.15,3.60,,,,,,,,,,
,3804,中渡修作,1,12.8%,50.0%,16.7%,16.7%,16.7%,0.17,3.40,,,,,,,,,,
,3804,中渡修作,2,20.2%,52.6%,21.1%,10.5%,21.1%,0.17,3.80,,,,,,,,,,
,3804,中渡修作,3,19.1%,22.2%,5.6%,0.0%,16.7%,0.17,3.20,,,,,,,,,,
,3804,中渡修作,4,13.8%,53.8%,7.7%,30.8%,15.4%,0.14,2.40,,,,,,,,,,
,3804,中渡修作,5,20.2%,21.1%,5.3%,5.3%,10.5%,0.15,3.20,,,,,,,,,,
,3804,中渡修作,6,13.8%,15.4%,0.0%,0.0%,15.4%,0.22,4.70,,,,,,,,,,
,3863,海老澤泰行,1,16.3%,50.0%,28.6%,21.4%,0.0%,0.19,4.10,,,,,,,,,,
,3863,海老澤泰行,2,16.3%,50.0%,7.1%,14.3%,28.6%,0.15,3.40,,,,,,,,,,
,3863,海老澤泰行,3,17.4%,20.0%,0.0%,0.0%,20.0%,0.17,3.90,,,,,,,,,,
,3863,海老澤泰行,4,15.1%,23.1%,7.7%,15.4%,0.0%,0.20,3.70,,,,,,,,,,
,3863,海老澤泰行,5,18.6%,18.8%,0.0%,6.2%,12.5%,0.20,3.80,,,,,,,,,,
,3863,海老澤泰行,6,16.3%,21.4%,0.0%,14.3%,7.1%,0.20,3.90,,,,,,,,,,
,5006,久保原秀人,1,10.8%,63.6%,45.5%,9.1%,9.1%,0.18,3.50,,,,,,,,,,
,5006,久保原秀人,2,18.6%,26.3%,0.0%,10.5%,15.8%,0.19,4.10,,,,,,,,,,
,5006,久保原秀人,3,13.7%,42.9%,28.6%,0.0%,14.3%,0.15,3.10,,,,,,,,,,
,5006,久保原秀人,4,16.7%,41.2%,23.5%,5.9%,11.8%,0.16,3.20,,,,,,,,,,
,5006,久保原秀人,5,19.6%,40.0%,15.0%,5.0%,20.0%,0.16,2.90,,,,,,,,,,
,5006,久保原秀人,6,20.6%,4.8%,0.0%,4.8%,0.0%,0.18,4.00,,,,,,,,,,
,3509,池千夏,1,15.8%,66.7%,8.3%,41.7%,16.7%,0.14,2.40,,,,,,,,,,
,3509,池千夏,2,19.7%,33.3%,0.0%,20.0%,13.3%,0.16,3.00,,,,,,,,,,
,3509,池千夏,3,21.1%,18.8%,6.2%,6.2%,6.2%,0.15,3.10,,,,,,,,,,
,3509,池千夏,4,14.5%,45.5%,0.0%,9.1%,36.4%,0.12,1.40,,,,,,,,,,
,3509,池千夏,5,19.7%,13.3%,0.0%,6.7%,6.7%,0.13,2.50,,,,,,,,,,
,3509,池千夏,6,9.2%,42.9%,0.0%,14.3%,28.6%,0.15,3.30,,,,,,,,,,
,5190,大月遊雅,1,15.3%,40.0%,13.3%,26.7%,0.0%,0.19,3.70,,,,,,,,,,
,5190,大月遊雅,2,16.3%,37.5%,18.8%,6.2%,12.5%,0.16,3.20,,,,,,,,,,
,5190,大月遊雅,3,19.4%,36.8%,21.1%,10.5%,5.3%,0.17,3.00,,,,,,,,,,
,5190,大月遊雅,4,13.3%,30.8%,0.0%,15.4%,15.4%,0.18,4.00,,,,,,,,,,
,5190,大月遊雅,5,17.3%,23.5%,0.0%,11.8%,11.8%,0.19,4.10,,,,,,,,,,
,5190,大月遊雅,6,18.4%,11.1%,5.6%,5.6%,0.0%,0.22,4.70,,,,,,,,,,
,3313,本吉正樹,1,16.2%,47.1%,23.5%,17.6%,5.9%,0.20,3.10,,,,,,,,,,
,3313,本吉正樹,2,19.0%,40.0%,0.0%,25.0%,15.0%,0.15,3.40,,,,,,,,,,
,3313,本吉正樹,3,14.3%,33.3%,13.3%,13.3%,6.7%,0.19,3.40,,,,,,,,,,
,3313,本吉正樹,4,16.2%,29.4%,5.9%,5.9%,17.6%,0.19,3.80,,,,,,,,,,
,3313,本吉正樹,5,18.1%,5.3%,0.0%,5.3%,0.0%,0.20,3.70,,,,,,,,,,
,3313,本吉正樹,6,16.2%,0.0%,0.0%,0.0%,0.0%,0.19,4.00,,,,,,,,,,
,4129,宇野博之,1,12.5%,55.6%,11.1%,22.2%,22.2%,0.20,4.30,,,,,,,,,,
,4129,宇野博之,2,16.7%,66.7%,25.0%,33.3%,8.3%,0.15,3.60,,,,,,,,,,
,4129,宇野博之,3,19.4%,28.6%,0.0%,7.1%,21.4%,0.18,3.70,,,,,,,,,,
,4129,宇野博之,4,18.1%,23.1%,0.0%,7.7%,15.4%,0.19,4.20,,,,,,,,,,
,4129,宇野博之,5,22.2%,31.2%,6.2%,0.0%,25.0%,0.17,3.10,,,,,,,,,,
,4129,宇野博之,6,11.1%,0.0%,0.0%,0.0%,0.0%,0.22,5.00,,,,,,,,,,
,4705,吉川勇作,1,12.1%,58.3%,50.0%,0.0%,8.3%,0.17,3.60,,,,,,,,,,
,4705,吉川勇作,2,17.2%,29.4%,5.9%,23.5%,0.0%,0.16,3.60,,,,,,,,,,
,4705,吉川勇作,3,21.2%,47.6%,14.3%,14.3%,19.0%,0.15,2.60,,,,,,,,,,
,4705,吉川勇作,4,16.2%,37.5%,18.8%,6.2%,12.5%,0.15,3.10,,,,,,,,,,
,4705,吉川勇作,5,14.1%,14.3%,0.0%,0.0%,14.3%,0.19,3.80,,,,,,,,,,
,4705,吉川勇作,6,19.2%,5.3%,0.0%,5.3%,0.0%,0.18,4.30,,,,,,,,,,
,3567,吉岡誠,1,15.5%,76.9%,53.8%,15.4%,7.7%,0.16,2.50,,,,,,,,,,
,3567,吉岡誠,2,16.7%,7.1%,0.0%,0.0%,7.1%,0.16,3.00,,,,,,,,,,
,3567,吉岡誠,3,19.0%,37.5%,0.0%,6.2%,31.2%,0.18,3.30,,,,,,,,,,
,3567,吉岡誠,4,14.3%,25.0%,16.7%,8.3%,0.0%,0.19,3.20,,,,,,,,,,
,3567,吉岡誠,5,16.7%,21.4%,0.0%,7.1%,14.3%,0.18,3.10,,,,,,,,,,
,3567,吉岡誠,6,17.9%,6.7%,0.0%,6.7%,0.0%,0.23,4.50,,,,,,,,,,
,3932,池田浩美,1,17.4%,66.7%,16.7%,33.3%,16.7%,0.17,3.80,,,,,,,,,,
,3932,池田浩美,2,13.0%,44.4%,22.2%,22.2%,0.0%,0.15,3.30,,,,,,,,,,
,3932,池田浩美,3,20.3%,50.0%,14.3%,35.7%,0.0%,0.18,3.40,,,,,,,,,,
,3932,池田浩美,4,15.9%,9.1%,0.0%,0.0%,9.1%,0.19,4.40,,,,,,,,,,
,3932,池田浩美,5,15.9%,27.3%,0.0%,0.0%,27.3%,0.21,3.60,,,,,,,,,,
,3932,池田浩美,6,17.4%,16.7%,0.0%,8.3%,8.3%,0.19,4.10,,,,,,,,,,
,5186,遠藤圭吾,1,12.1%,72.7%,36.4%,18.2%,18.2%,0.16,3.30,,,,,,,,,,
,5186,遠藤圭吾,2,14.3%,30.8%,0.0%,23.1%,7.7%,0.16,3.80,,,,,,,,,,
,5186,遠藤圭吾,3,19.8%,44.4%,5.6%,22.2%,16.7%,0.16,3.70,,,,,,,,,,
,5186,遠藤圭吾,4,14.3%,38.5%,0.0%,7.7%,30.8%,0.20,4.20,,,,,,,,,,
,5186,遠藤圭吾,5,18.7%,23.5%,0.0%,5.9%,17.6%,0.16,4.50,,,,,,,,,,
,5186,遠藤圭吾,6,20.9%,15.8%,5.3%,0.0%,10.5%,0.20,4.50,,,,,,,,,,
,3748,小黒竜吾,1,16.9%,50.0%,15.0%,20.0%,15.0%,0.16,3.20,,,,,,,,,,
,3748,小黒竜吾,2,18.6%,45.5%,4.5%,18.2%,22.7%,0.19,3.50,,,,,,,,,,
,3748,小黒竜吾,3,16.1%,31.6%,0.0%,0.0%,31.6%,0.19,4.20,,,,,,,,,,
,3748,小黒竜吾,4,16.1%,42.1%,10.5%,15.8%,15.8%,0.16,2.70,,,,,,,,,,
,3748,小黒竜吾,5,20.3%,29.2%,0.0%,0.0%,29.2%,0.16,3.30,,,,,,,,,,
,3748,小黒竜吾,6,11.9%,14.3%,0.0%,7.1%,7.1%,0.13,2.90,,,,,,,,,,
,4047,吉永浩則,1,14.1%,85.7%,71.4%,7.1%,7.1%,0.14,2.70,,,,,,,,,,
,4047,吉永浩則,2,19.2%,47.4%,0.0%,10.5%,36.8%,0.17,3.60,,,,,,,,,,
,4047,吉永浩則,3,14.1%,21.4%,0.0%,0.0%,21.4%,0.19,3.50,,,,,,,,,,
,4047,吉永浩則,4,22.2%,18.2%,4.5%,4.5%,9.1%,0.19,4.00,,,,,,,,,,
,4047,吉永浩則,5,19.2%,26.3%,0.0%,5.3%,21.1%,0.16,4.10,,,,,,,,,,
,4047,吉永浩則,6,11.1%,0.0%,0.0%,0.0%,0.0%,0.18,4.20,,,,,,,,,,
,4097,貫地谷直人,1,15.6%,46.7%,0.0%,20.0%,26.7%,0.19,3.90,,,,,,,,,,
,4097,貫地谷直人,2,14.6%,21.4%,0.0%,14.3%,7.1%,0.24,5.00,,,,,,,,,,
,4097,貫地谷直人,3,19.8%,52.6%,5.3%,21.1%,26.3%,0.21,4.10,,,,,,,,,,
,4097,貫地谷直人,4,14.6%,14.3%,0.0%,14.3%,0.0%,0.22,4.20,,,,,,,,,,
,4097,貫地谷直人,5,22.9%,27.3%,4.5%,9.1%,13.6%,0.18,4.20,,,,,,,,,,
,4097,貫地谷直人,6,12.5%,8.3%,0.0%,0.0%,8.3%,0.21,5.30,,,,,,,,,,
,4479,矢野真梨菜,1,13.6%,55.6%,11.1%,33.3%,11.1%,0.20,3.20,,,,,,,,,,
,4479,矢野真梨菜,2,18.2%,25.0%,0.0%,16.7%,8.3%,0.15,3.30,,,,,,,,,,
,4479,矢野真梨菜,3,12.1%,50.0%,12.5%,0.0%,37.5%,0.20,4.60,,,,,,,,,,
,4479,矢野真梨菜,4,24.2%,31.2%,6.2%,6.2%,18.8%,0.15,3.30,,,,,,,,,,
,4479,矢野真梨菜,5,15.2%,20.0%,0.0%,0.0%,20.0%,0.16,3.30,,,,,,,,,,
,4479,矢野真梨菜,6,16.7%,18.2%,0.0%,0.0%,18.2%,0.26,5.00,,,,,,,,,,
,4987,島倉都,1,12.2%,54.5%,27.3%,9.1%,18.2%,0.16,3.80,,,,,,,,,,
,4987,島倉都,2,21.1%,31.6%,5.3%,0.0%,26.3%,0.18,3.80,,,,,,,,,,
,4987,島倉都,3,21.1%,42.1%,0.0%,21.1%,21.1%,0.15,2.90,,,,,,,,,,
,4987,島倉都,4,20.0%,33.3%,0.0%,16.7%,16.7%,0.16,3.10,,,,,,,,,,
,4987,島倉都,5,15.6%,21.4%,0.0%,0.0%,21.4%,0.16,3.40,,,,,,,,,,
,4987,島倉都,6,10.0%,22.2%,0.0%,0.0%,22.2%,0.18,4.40,,,,,,,,,,
,5262,鈴木章司,1,9.6%,55.6%,22.2%,11.1%,22.2%,0.20,4.60,,,,,,,,,,
,5262,鈴木章司,2,20.2%,42.1%,0.0%,26.3%,15.8%,0.17,3.80,,,,,,,,,,
,5262,鈴木章司,3,18.1%,29.4%,5.9%,5.9%,17.6%,0.15,4.00,,,,,,,,,,
,5262,鈴木章司,4,17.0%,25.0%,0.0%,18.8%,6.2%,0.22,4.60,,,,,,,,,,
,5262,鈴木章司,5,20.2%,42.1%,5.3%,5.3%,31.6%,0.22,4.40,,,,,,,,,,
,5262,鈴木章司,6,14.9%,7.1%,0.0%,0.0%,7.1%,0.26,5.60,,,,,,,,,,
,4103,山崎善庸,1,15.9%,58.8%,11.8%,23.5%,23.5%,0.21,4.40,,,,,,,,,,
,4103,山崎善庸,2,17.8%,31.6%,0.0%,15.8%,15.8%,0.26,5.60,,,,,,,,,,
,4103,山崎善庸,3,15.9%,41.2%,0.0%,11.8%,29.4%,0.20,4.80,,,,,,,,,,
,4103,山崎善庸,4,16.8%,27.8%,0.0%,11.1%,16.7%,0.21,4.70,,,,,,,,,,
,4103,山崎善庸,5,18.7%,15.0%,0.0%,5.0%,10.0%,0.21,4.90,,,,,,,,,,
,4103,山崎善庸,6,15.0%,12.5%,0.0%,0.0%,12.5%,0.26,5.60,,,,,,,,,,
,4211,村田敦,1,14.8%,61.5%,15.4%,23.1%,23.1%,0.14,2.70,,,,,,,,,,
,4211,村田敦,2,13.6%,33.3%,0.0%,8.3%,25.0%,0.16,2.40,,,,,,,,,,
,4211,村田敦,3,20.5%,50.0%,11.1%,16.7%,22.2%,0.12,2.60,,,,,,,,,,
,4211,村田敦,4,14.8%,38.5%,0.0%,7.7%,30.8%,0.10,1.80,,,,,,,,,,
,4211,村田敦,5,17.0%,6.7%,0.0%,0.0%,6.7%,0.12,2.20,,,,,,,,,,
,4211,村田敦,6,19.3%,11.8%,0.0%,0.0%,11.8%,0.13,3.40,,,,,,,,,,
,4382,高山智至,1,14.6%,47.4%,15.8%,21.1%,10.5%,0.12,2.80,,,,,,,,,,
,4382,高山智至,2,19.2%,40.0%,0.0%,24.0%,16.0%,0.16,3.40,,,,,,,,,,
,4382,高山智至,3,17.7%,39.1%,4.3%,17.4%,17.4%,0.15,3.10,,,,,,,,,,
,4382,高山智至,4,19.2%,36.0%,8.0%,4.0%,24.0%,0.18,3.30,,,,,,,,,,
,4382,高山智至,5,16.9%,18.2%,4.5%,4.5%,9.1%,0.17,3.50,,,,,,,,,,
,4382,高山智至,6,12.3%,12.5%,0.0%,6.2%,6.2%,0.18,4.80,,,,,,,,,,
,3289,高橋淳美,1,20.5%,46.7%,13.3%,13.3%,20.0%,0.20,3.80,,,,,,,,,,
,3289,高橋淳美,2,20.5%,46.7%,20.0%,6.7%,20.0%,0.19,3.30,,,,,,,,,,
,3289,高橋淳美,3,15.1%,27.3%,0.0%,0.0%,27.3%,0.17,3.50,,,,,,,,,,
,3289,高橋淳美,4,15.1%,27.3%,0.0%,18.2%,9.1%,0.15,2.50,,,,,,,,,,
,3289,高橋淳美,5,16.4%,8.3%,0.0%,0.0%,8.3%,0.21,4.30,,,,,,,,,,
,3289,高橋淳美,6,12.3%,11.1%,0.0%,0.0%,11.1%,0.27,4.70,,,,,,,,,,
,3315,広瀬聖仁,1,13.3%,50.0%,10.0%,30.0%,10.0%,0.20,4.10,,,,,,,,,,
